split,img,label,gaze
1,images/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,2,CUB_GHA/127.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,2,CUB_GHA/128.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,2,CUB_GHA/131.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,2,CUB_GHA/136.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,2,CUB_GHA/137.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,2,CUB_GHA/138.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg,2,CUB_GHA/140.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,2,CUB_GHA/141.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,2,CUB_GHA/142.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,2,CUB_GHA/143.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,2,CUB_GHA/145.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,2,CUB_GHA/148.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,2,CUB_GHA/151.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,2,CUB_GHA/152.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,2,CUB_GHA/153.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,2,CUB_GHA/158.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,2,CUB_GHA/159.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,2,CUB_GHA/160.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,2,CUB_GHA/164.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,2,CUB_GHA/166.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,2,CUB_GHA/168.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,2,CUB_GHA/172.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,2,CUB_GHA/174.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,2,CUB_GHA/176.jpg
1,images/003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,2,CUB_GHA/177.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,3,CUB_GHA/181.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,3,CUB_GHA/182.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,3,CUB_GHA/184.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,3,CUB_GHA/187.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,3,CUB_GHA/188.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,3,CUB_GHA/189.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,3,CUB_GHA/194.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,3,CUB_GHA/195.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,3,CUB_GHA/196.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,3,CUB_GHA/197.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,3,CUB_GHA/202.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,3,CUB_GHA/203.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,3,CUB_GHA/204.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,3,CUB_GHA/206.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,3,CUB_GHA/209.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,3,CUB_GHA/213.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,3,CUB_GHA/215.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg,3,CUB_GHA/216.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,3,CUB_GHA/218.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,3,CUB_GHA/220.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,3,CUB_GHA/221.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,3,CUB_GHA/222.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg,3,CUB_GHA/224.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,3,CUB_GHA/225.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501.jpg,3,CUB_GHA/227.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg,3,CUB_GHA/228.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,3,CUB_GHA/230.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,3,CUB_GHA/232.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,3,CUB_GHA/235.jpg
1,images/004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,3,CUB_GHA/238.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0061_794904.jpg,4,CUB_GHA/241.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,4,CUB_GHA/242.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,4,CUB_GHA/243.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0029_1824.jpg,4,CUB_GHA/245.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,4,CUB_GHA/247.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0047_794918.jpg,4,CUB_GHA/248.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,4,CUB_GHA/249.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0019_794925.jpg,4,CUB_GHA/250.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0032_794931.jpg,4,CUB_GHA/253.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0057_794932.jpg,4,CUB_GHA/254.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0045_794940.jpg,4,CUB_GHA/256.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0001_794941.jpg,4,CUB_GHA/257.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0039_794944.jpg,4,CUB_GHA/258.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0052_794952.jpg,4,CUB_GHA/261.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0012_794960.jpg,4,CUB_GHA/262.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0003_794962.jpg,4,CUB_GHA/263.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0033_794964.jpg,4,CUB_GHA/264.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0062_794968.jpg,4,CUB_GHA/266.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0073_785248.jpg,4,CUB_GHA/267.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0067_785249.jpg,4,CUB_GHA/268.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0066_785251.jpg,4,CUB_GHA/269.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0076_785252.jpg,4,CUB_GHA/270.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0071_785255.jpg,4,CUB_GHA/272.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0077_785257.jpg,4,CUB_GHA/273.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0069_785258.jpg,4,CUB_GHA/274.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0075_785259.jpg,4,CUB_GHA/275.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0072_785260.jpg,4,CUB_GHA/276.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0063_794901.jpg,4,CUB_GHA/278.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0030_794937.jpg,4,CUB_GHA/280.jpg
1,images/005.Crested_Auklet/Crested_Auklet_0040_794912.jpg,4,CUB_GHA/281.jpg
1,images/006.Least_Auklet/Least_Auklet_0035_1888.jpg,5,CUB_GHA/283.jpg
1,images/006.Least_Auklet/Least_Auklet_0050_1924.jpg,5,CUB_GHA/284.jpg
1,images/006.Least_Auklet/Least_Auklet_0058_1931.jpg,5,CUB_GHA/285.jpg
1,images/006.Least_Auklet/Least_Auklet_0016_1903.jpg,5,CUB_GHA/287.jpg
1,images/006.Least_Auklet/Least_Auklet_0040_795100.jpg,5,CUB_GHA/288.jpg
1,images/006.Least_Auklet/Least_Auklet_0015_795065.jpg,5,CUB_GHA/289.jpg
1,images/006.Least_Auklet/Least_Auklet_0026_795066.jpg,5,CUB_GHA/290.jpg
1,images/006.Least_Auklet/Least_Auklet_0043_795067.jpg,5,CUB_GHA/291.jpg
1,images/006.Least_Auklet/Least_Auklet_0045_795069.jpg,5,CUB_GHA/293.jpg
1,images/006.Least_Auklet/Least_Auklet_0008_795071.jpg,5,CUB_GHA/294.jpg
1,images/006.Least_Auklet/Least_Auklet_0012_795074.jpg,5,CUB_GHA/295.jpg
1,images/006.Least_Auklet/Least_Auklet_0018_795077.jpg,5,CUB_GHA/296.jpg
1,images/006.Least_Auklet/Least_Auklet_0020_795080.jpg,5,CUB_GHA/297.jpg
1,images/006.Least_Auklet/Least_Auklet_0017_795084.jpg,5,CUB_GHA/299.jpg
1,images/006.Least_Auklet/Least_Auklet_0052_795088.jpg,5,CUB_GHA/301.jpg
1,images/006.Least_Auklet/Least_Auklet_0027_795091.jpg,5,CUB_GHA/302.jpg
1,images/006.Least_Auklet/Least_Auklet_0010_795092.jpg,5,CUB_GHA/303.jpg
1,images/006.Least_Auklet/Least_Auklet_0060_795095.jpg,5,CUB_GHA/305.jpg
1,images/006.Least_Auklet/Least_Auklet_0034_795096.jpg,5,CUB_GHA/306.jpg
1,images/006.Least_Auklet/Least_Auklet_0042_1874.jpg,5,CUB_GHA/307.jpg
1,images/006.Least_Auklet/Least_Auklet_0011_795109.jpg,5,CUB_GHA/310.jpg
1,images/006.Least_Auklet/Least_Auklet_0030_795116.jpg,5,CUB_GHA/313.jpg
1,images/006.Least_Auklet/Least_Auklet_0024_795120.jpg,5,CUB_GHA/316.jpg
1,images/006.Least_Auklet/Least_Auklet_0029_795122.jpg,5,CUB_GHA/317.jpg
1,images/006.Least_Auklet/Least_Auklet_0007_795123.jpg,5,CUB_GHA/318.jpg
1,images/006.Least_Auklet/Least_Auklet_0057_795126.jpg,5,CUB_GHA/319.jpg
1,images/006.Least_Auklet/Least_Auklet_0021_795127.jpg,5,CUB_GHA/320.jpg
1,images/006.Least_Auklet/Least_Auklet_0054_795130.jpg,5,CUB_GHA/321.jpg
1,images/006.Least_Auklet/Least_Auklet_0038_795132.jpg,5,CUB_GHA/322.jpg
1,images/006.Least_Auklet/Least_Auklet_0063_795134.jpg,5,CUB_GHA/323.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0004_795921.jpg,6,CUB_GHA/324.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg,6,CUB_GHA/326.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg,6,CUB_GHA/327.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0012_795927.jpg,6,CUB_GHA/328.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg,6,CUB_GHA/331.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg,6,CUB_GHA/332.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg,6,CUB_GHA/333.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg,6,CUB_GHA/334.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg,6,CUB_GHA/335.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg,6,CUB_GHA/336.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg,6,CUB_GHA/338.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg,6,CUB_GHA/339.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.jpg,6,CUB_GHA/341.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg,6,CUB_GHA/342.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg,6,CUB_GHA/345.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,6,CUB_GHA/347.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg,6,CUB_GHA/349.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg,6,CUB_GHA/353.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0065_795969.jpg,6,CUB_GHA/355.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0001_795972.jpg,6,CUB_GHA/358.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg,6,CUB_GHA/359.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0025_795975.jpg,6,CUB_GHA/361.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0074_795976.jpg,6,CUB_GHA/362.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0048_795980.jpg,6,CUB_GHA/364.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0003_795982.jpg,6,CUB_GHA/366.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0032_795986.jpg,6,CUB_GHA/367.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0019_795987.jpg,6,CUB_GHA/368.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0076_796001.jpg,6,CUB_GHA/374.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0078_2004.jpg,6,CUB_GHA/375.jpg
1,images/007.Parakeet_Auklet/Parakeet_Auklet_0024_2045.jpg,6,CUB_GHA/376.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,7,CUB_GHA/377.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg,7,CUB_GHA/378.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089.jpg,7,CUB_GHA/379.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg,7,CUB_GHA/380.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0023_797501.jpg,7,CUB_GHA/385.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,7,CUB_GHA/388.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0030_797509.jpg,7,CUB_GHA/390.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0006_797512.jpg,7,CUB_GHA/392.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg,7,CUB_GHA/393.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0032_797516.jpg,7,CUB_GHA/395.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0018_797517.jpg,7,CUB_GHA/396.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg,7,CUB_GHA/397.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0026_797519.jpg,7,CUB_GHA/398.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0029_797520.jpg,7,CUB_GHA/399.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0007_797521.jpg,7,CUB_GHA/400.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0014_797522.jpg,7,CUB_GHA/401.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0024_797529.jpg,7,CUB_GHA/402.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0011_797530.jpg,7,CUB_GHA/403.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0008_797531.jpg,7,CUB_GHA/404.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0050_797534.jpg,7,CUB_GHA/406.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0013_797537.jpg,7,CUB_GHA/409.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0009_797539.jpg,7,CUB_GHA/411.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0049_797543.jpg,7,CUB_GHA/413.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0038_797544.jpg,7,CUB_GHA/414.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,7,CUB_GHA/415.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0017_2155.jpg,7,CUB_GHA/416.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg,7,CUB_GHA/417.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0012_2161.jpg,7,CUB_GHA/418.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0033_2169.jpg,7,CUB_GHA/421.jpg
1,images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0005_2111.jpg,7,CUB_GHA/423.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0139_2567.jpg,8,CUB_GHA/426.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0140_2586.jpg,8,CUB_GHA/427.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg,8,CUB_GHA/428.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0135_2607.jpg,8,CUB_GHA/429.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0095_2610.jpg,8,CUB_GHA/431.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0035_2611.jpg,8,CUB_GHA/432.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0111_2613.jpg,8,CUB_GHA/433.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg,8,CUB_GHA/436.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0026_2625.jpg,8,CUB_GHA/437.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0142_2636.jpg,8,CUB_GHA/441.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0078_2659.jpg,8,CUB_GHA/444.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0014_2679.jpg,8,CUB_GHA/446.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0032_2214.jpg,8,CUB_GHA/452.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0109_2232.jpg,8,CUB_GHA/456.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0018_2261.jpg,8,CUB_GHA/460.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0030_2268.jpg,8,CUB_GHA/461.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0103_2273.jpg,8,CUB_GHA/464.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0074_2277.jpg,8,CUB_GHA/465.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0002_2278.jpg,8,CUB_GHA/466.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0115_2279.jpg,8,CUB_GHA/467.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0131_2289.jpg,8,CUB_GHA/469.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0064_2290.jpg,8,CUB_GHA/470.jpg
1,images/009.Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg,8,CUB_GHA/471.jpg
